estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Contextual DAG,0.3584840738522996,2.215,1.974,0.6849825887089382,4.436,1.0,1000,40,2,10,0.5,erdos-renyi,2
Fixed DAG,0.9191898252790512,5.048,4.347,0.3238022366522365,4.0,1.0,1000,40,2,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.6526226678430727,4.027,2.758,0.4217326616890535,4.58,1.0,1000,40,2,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.2308077342253136,1.641,1.847,0.8445670252909505,5.996,1.0,1000,40,2,10,0.5,erdos-renyi,2
Clustered DAG,0.39939502814176336,2.489,2.519,0.7150116494616491,5.363,1.0,1000,40,2,10,0.5,erdos-renyi,2
Contextual DAG,0.38245930034787995,3.715,4.03,0.68872122664325,6.109,1.0,1000,50,2,10,0.5,erdos-renyi,2
Fixed DAG,0.8848258287053055,4.623,3.656,0.4297546509046507,5.0,1.0,1000,50,2,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.6499747402035234,3.272,2.587,0.4704663453763299,2.908,1.0,1000,50,2,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.514059984612059,2.066,2.093,0.6798910741992783,3.223,1.0,1000,50,2,10,0.5,erdos-renyi,2
Clustered DAG,0.5292524103933661,2.22,2.164,0.7400167499167495,4.759,1.0,1000,50,2,10,0.5,erdos-renyi,2
Contextual DAG,0.4054302148652364,2.515,2.947,0.7243940884450943,5.32,1.0,1000,10,5,10,0.5,erdos-renyi,2
Fixed DAG,0.9411775835027426,5.329,5.685,0.32500893550893545,4.0,1.0,1000,10,5,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.646605202044838,3.874,3.833,0.45422208814577236,4.423,1.0,1000,10,5,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.5026343622736094,1.647,1.958,0.7831066291207929,4.129,1.0,1000,10,5,10,0.5,erdos-renyi,2
Clustered DAG,0.7439562293864883,4.032,4.374,0.4934966482863542,4.747,1.0,1000,10,5,10,0.5,erdos-renyi,2
Contextual DAG,0.4348974333612683,3.284,3.708,0.6771425979952073,5.444,1.0,1000,20,5,10,0.5,erdos-renyi,2
Fixed DAG,0.9454266355429092,5.695,5.727,0.29324202464202465,5.0,1.0,1000,20,5,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.697788717116815,6.092,6.014,0.38717270034823803,6.23,1.0,1000,20,5,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.43691392564304576,1.652,1.982,0.8056320156537644,4.614,1.0,1000,20,5,10,0.5,erdos-renyi,2
Clustered DAG,0.7843387530169712,4.579,5.056,0.5014488233988234,4.999,1.0,1000,20,5,10,0.5,erdos-renyi,2
Contextual DAG,0.4926163171542614,2.831,3.161,0.6815680189662715,4.209,1.0,1000,30,5,10,0.5,erdos-renyi,2
Fixed DAG,0.9110640343070368,5.674,5.466,0.4229651999960823,7.0,1.0,1000,30,5,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.5714733186446446,4.856,5.217,0.5640911830471756,6.14,1.0,1000,30,5,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.34502717222954854,2.304,2.716,0.8241658924785816,6.316,1.0,1000,30,5,10,0.5,erdos-renyi,2
Clustered DAG,0.7035489166128228,4.523,5.031,0.5359224747474747,5.296,1.0,1000,30,5,10,0.5,erdos-renyi,2
Contextual DAG,0.6896508118239628,3.653,4.043,0.548645578412155,4.314,1.0,1000,40,5,10,0.5,erdos-renyi,2
Fixed DAG,0.9399066438991565,5.5,5.494,0.3380105006105005,5.0,1.0,1000,40,5,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.7927876189032658,5.303,5.166,0.3440348655225817,4.327,1.0,1000,40,5,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.601330096017494,2.706,3.187,0.6847213449295362,4.687,1.0,1000,40,5,10,0.5,erdos-renyi,2
Clustered DAG,0.7103863766749544,4.396,4.59,0.49070295260295266,4.567,1.0,1000,40,5,10,0.5,erdos-renyi,2
Contextual DAG,0.7627815078072042,3.476,3.788,0.4977069969812284,3.146,1.0,1000,50,5,10,0.5,erdos-renyi,2
Fixed DAG,0.9036015613075556,5.269,5.113,0.42691525141525133,6.0,1.0,1000,50,5,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.8242185163901863,7.267,7.314,0.400243088720654,8.771,1.0,1000,50,5,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.6241924549939607,2.207,2.444,0.6886449247916347,3.933,1.0,1000,50,5,10,0.5,erdos-renyi,2
Clustered DAG,0.7161892815146537,4.231,4.367,0.5533478036669213,5.142,1.0,1000,50,5,10,0.5,erdos-renyi,2
Contextual DAG,0.3217065738564957,0.97,1.102,0.885641830065359,4.985,1.0,1000,10,2,10,0.5,scale-free,2
Fixed DAG,0.9137221407355544,4.884,5.51,0.4071810855810854,5.0,1.0,1000,10,2,10,0.5,scale-free,2
Sorted DAG (fixed),0.7111102360948723,3.827,3.739,0.49234212894948187,4.771,1.0,1000,10,2,10,0.5,scale-free,2
Sorted DAG (truth),0.3930688908035092,0.766,0.943,0.8985293996852817,4.729,1.0,1000,10,2,10,0.5,scale-free,2
Clustered DAG,0.5487466581945634,2.67,2.968,0.6911317515817512,5.247,1.0,1000,10,2,10,0.5,scale-free,2
Contextual DAG,0.3237275332827085,2.238,2.512,0.6855211253486794,4.562,1.0,1000,20,2,10,0.5,scale-free,2
Fixed DAG,0.8544354665895697,4.471,4.41,0.4086131701631702,5.0,1.0,1000,20,2,10,0.5,scale-free,2
Sorted DAG (fixed),0.5897711736492317,4.097,3.845,0.49075509333238165,5.123,1.0,1000,20,2,10,0.5,scale-free,2
Sorted DAG (truth),0.18044989372120632,2.337,2.676,0.7992992811470604,6.535,1.0,1000,20,2,10,0.5,scale-free,2
Clustered DAG,0.4066538282196454,3.099,3.411,0.671636120742003,5.274,1.0,1000,20,2,10,0.5,scale-free,2
Contextual DAG,0.646820359680206,3.858,3.323,0.43860900648289064,4.878,1.0,1000,30,2,10,0.5,scale-free,2
Fixed DAG,0.8331802198842381,4.398,4.989,0.47778870018870034,6.0,1.0,1000,30,2,10,0.5,scale-free,2
Sorted DAG (fixed),0.6238431462874142,3.695,3.727,0.5269506114886147,5.652,1.0,1000,30,2,10,0.5,scale-free,2
Sorted DAG (truth),0.4401178354700868,1.296,1.452,0.8085254940965464,4.253,1.0,1000,30,2,10,0.5,scale-free,2
Clustered DAG,0.5402459147785853,2.054,2.399,0.7496167721167718,4.518,1.0,1000,30,2,10,0.5,scale-free,2
Contextual DAG,0.3986406551853101,3.614,3.98,0.6678077730784672,5.769,1.0,1000,40,2,10,0.5,scale-free,2
Fixed DAG,0.8924722226743643,4.755,5.297,0.41527399822399813,5.0,1.0,1000,40,2,10,0.5,scale-free,2
Sorted DAG (fixed),0.5801839340456767,5.386,5.556,0.5078532802337109,6.606,1.0,1000,40,2,10,0.5,scale-free,2
Sorted DAG (truth),0.3287235677281864,2.363,2.687,0.7778656728470754,6.024,1.0,1000,40,2,10,0.5,scale-free,2
Clustered DAG,0.5112477919812709,3.209,3.54,0.6265068931068931,4.905,1.0,1000,40,2,10,0.5,scale-free,2
Contextual DAG,0.5300359019814459,2.288,2.368,0.6316295719674203,3.485,1.0,1000,50,2,10,0.5,scale-free,2
Fixed DAG,0.9183731680535709,4.758,4.605,0.38576038961038966,4.0,1.0,1000,50,2,10,0.5,scale-free,2
Sorted DAG (fixed),0.5353012246729302,3.626,3.326,0.5356865733050246,5.337,1.0,1000,50,2,10,0.5,scale-free,2
Sorted DAG (truth),0.34296494588831294,2.458,2.745,0.807291178798123,6.613,1.0,1000,50,2,10,0.5,scale-free,2
Clustered DAG,0.507893176170058,2.377,2.444,0.7136966200466198,4.695,1.0,1000,50,2,10,0.5,scale-free,2
Contextual DAG,0.35422788606724204,2.234,2.698,0.7133230946544815,4.935,1.0,1000,10,5,10,0.5,scale-free,2
Fixed DAG,0.9359129913311041,5.85,6.304,0.2985035409035409,6.0,1.0,1000,10,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.6934580793953808,5.651,5.535,0.3257976688451415,5.286,1.0,1000,10,5,10,0.5,scale-free,2
Sorted DAG (truth),0.2889621691129185,1.69,2.129,0.7959493366805787,5.313,1.0,1000,10,5,10,0.5,scale-free,2
Clustered DAG,0.7359936518422128,4.666,5.265,0.470454773004773,4.881,1.0,1000,10,5,10,0.5,scale-free,2
Contextual DAG,0.44074558597602514,2.971,3.364,0.7063797358262849,5.359,1.0,1000,20,5,10,0.5,scale-free,2
Fixed DAG,0.9273412985852314,4.771,5.017,0.4124655289155289,4.0,1.0,1000,20,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.6070906060407162,3.499,3.715,0.5763880584608105,4.147,1.0,1000,20,5,10,0.5,scale-free,2
Sorted DAG (truth),0.5302106694766073,1.888,2.124,0.7359064091223531,3.866,1.0,1000,20,5,10,0.5,scale-free,2
Clustered DAG,0.7412727886213938,4.911,5.147,0.5004710317460318,5.088,1.0,1000,20,5,10,0.5,scale-free,2
Contextual DAG,0.6929107174358614,3.613,4.028,0.556287765914557,3.968,1.0,1000,30,5,10,0.5,scale-free,2
Fixed DAG,0.9500308521433565,5.675,5.405,0.3095233932733931,5.0,1.0,1000,30,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.7433732255989306,6.771,6.711,0.3380631004503958,6.276,1.0,1000,30,5,10,0.5,scale-free,2
Sorted DAG (truth),0.6600656097274576,2.456,2.754,0.6558574689070817,3.351,1.0,1000,30,5,10,0.5,scale-free,2
Clustered DAG,0.7715719027182187,4.672,5.022,0.5061742992301818,5.02,1.0,1000,30,5,10,0.5,scale-free,2
Contextual DAG,0.6249463937099456,3.576,4.036,0.5828024969505676,4.149,1.0,1000,40,5,10,0.5,scale-free,2
Fixed DAG,0.9303932811102047,5.86,6.252,0.3654731462981462,6.0,1.0,1000,40,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.7944665145764722,6.759,6.819,0.32235920055083006,5.648,1.0,1000,40,5,10,0.5,scale-free,2
Sorted DAG (truth),0.5499097949000025,2.57,2.936,0.7451620676146515,5.435,1.0,1000,40,5,10,0.5,scale-free,2
Clustered DAG,0.7151362297243653,4.594,5.037,0.5016923798423799,4.561,1.0,1000,40,5,10,0.5,scale-free,2
Contextual DAG,0.7394907690672353,3.994,4.345,0.4443914313498181,3.141,1.0,1000,50,5,10,0.5,scale-free,2
Fixed DAG,0.9403408370765473,5.572,5.372,0.34313331113331097,5.0,1.0,1000,50,5,10,0.5,scale-free,2
Sorted DAG (fixed),0.783138812571578,8.38,8.57,0.30470680970851177,7.666,1.0,1000,50,5,10,0.5,scale-free,2
Sorted DAG (truth),0.604649264285678,2.158,2.523,0.7612981566316228,4.668,1.0,1000,50,5,10,0.5,scale-free,2
Clustered DAG,0.7215346815922006,4.103,4.428,0.5389732711732711,4.268,1.0,1000,50,5,10,0.5,scale-free,2
Contextual DAG,0.2554971229958847,1.259,1.731,0.8352095102609802,4.799,1.0,1000,10,2,10,0.5,erdos-renyi,3
Fixed DAG,0.9718061264505794,5.565,5.482,0.18891969696969693,4.0,1.0,1000,10,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.8336417144559934,4.922,4.527,0.30261513927249234,4.881,1.0,1000,10,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.17551360793337809,0.645,0.911,0.915006331087213,4.917,1.0,1000,10,2,10,0.5,erdos-renyi,3
Clustered DAG,0.5259681081450545,3.175,3.76,0.6213223887223888,5.21,1.0,1000,10,2,10,0.5,erdos-renyi,3
Contextual DAG,0.17555553650718186,1.445,1.826,0.8555626316493959,5.191,1.0,1000,20,2,10,0.5,erdos-renyi,3
Fixed DAG,0.9195031708948109,3.928,3.224,0.45250562770562763,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.5052311325622415,4.114,3.772,0.5138952647626085,6.15,1.0,1000,20,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.1503972240346105,1.307,1.615,0.8844264265576183,5.301,1.0,1000,20,2,10,0.5,erdos-renyi,3
Clustered DAG,0.36321108923662115,2.794,3.186,0.7119674547674547,4.978,1.0,1000,20,2,10,0.5,erdos-renyi,3
Contextual DAG,0.24889284736389647,1.011,1.261,0.8792885219582164,5.204,1.0,1000,30,2,10,0.5,erdos-renyi,3
Fixed DAG,0.930985250720464,5.251,4.993,0.391394078144078,6.0,1.0,1000,30,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.533318373674154,3.055,2.719,0.6114507298545916,4.609,1.0,1000,30,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.30690579187510447,0.721,0.843,0.887570722071186,4.656,1.0,1000,30,2,10,0.5,erdos-renyi,3
Clustered DAG,0.45320298752895316,2.613,2.886,0.6769128138201665,4.822,1.0,1000,30,2,10,0.5,erdos-renyi,3
Contextual DAG,0.6451917562154751,6.039,5.288,0.29108213167424696,5.406,1.0,1000,40,2,10,0.5,erdos-renyi,3
Fixed DAG,0.860155409005694,4.712,3.742,0.38035062160062166,5.0,1.0,1000,40,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.6675901500102436,5.762,5.135,0.35435987868865865,5.683,1.0,1000,40,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.382491384253522,2.302,2.541,0.7048077653326614,4.114,1.0,1000,40,2,10,0.5,erdos-renyi,3
Clustered DAG,0.4152473508134231,3.667,3.451,0.5449271617271618,4.377,1.0,1000,40,2,10,0.5,erdos-renyi,3
Contextual DAG,0.3932851731172885,2.53,2.423,0.6833126447306641,4.026,1.0,1000,50,2,10,0.5,erdos-renyi,3
Fixed DAG,0.8882573847604351,4.865,3.975,0.37688838383838374,4.0,1.0,1000,50,2,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.6060932563076585,5.189,3.793,0.39525497686114613,5.08,1.0,1000,50,2,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.2766458399392619,1.854,2.122,0.8274938507627738,5.401,1.0,1000,50,2,10,0.5,erdos-renyi,3
Clustered DAG,0.4320744375209256,2.025,2.04,0.777716694416694,4.632,1.0,1000,50,2,10,0.5,erdos-renyi,3
Contextual DAG,0.3866379176798808,2.382,2.933,0.7155726336099398,4.973,1.0,1000,10,5,10,0.5,erdos-renyi,3
Fixed DAG,0.875070520408497,4.913,5.539,0.425875147075147,5.0,1.0,1000,10,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.44300271810162234,3.011,3.432,0.6190307151654675,4.777,1.0,1000,10,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.3090243480799208,1.562,1.987,0.8258528018764855,5.255,1.0,1000,10,5,10,0.5,erdos-renyi,3
Clustered DAG,0.6374758826281361,4.468,5.172,0.49712553002553006,5.29,1.0,1000,10,5,10,0.5,erdos-renyi,3
Contextual DAG,0.47378991369143053,3.801,4.442,0.6327149286039236,5.722,1.0,1000,20,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9270056132232157,4.939,4.599,0.3488196747696747,4.0,1.0,1000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.7406941475229183,5.741,5.514,0.3310279961066586,5.228,1.0,1000,20,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.4543759738369161,1.708,2.051,0.7838896427135924,4.347,1.0,1000,20,5,10,0.5,erdos-renyi,3
Clustered DAG,0.6774206283470665,4.05,4.259,0.5538585576188517,5.086,1.0,1000,20,5,10,0.5,erdos-renyi,3
Contextual DAG,0.5998634187665479,3.589,3.814,0.5781823239596489,4.377,1.0,1000,30,5,10,0.5,erdos-renyi,3
Fixed DAG,0.8873488365030691,4.827,4.931,0.3918341436341436,4.0,1.0,1000,30,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.8029031120656122,3.807,3.75,0.4309967848764807,3.087,1.0,1000,30,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.5246415526426315,2.055,2.439,0.7771317672554491,5.412,1.0,1000,30,5,10,0.5,erdos-renyi,3
Clustered DAG,0.6867763943473213,4.07,4.455,0.546281469021175,4.938,1.0,1000,30,5,10,0.5,erdos-renyi,3
Contextual DAG,0.7141721863968629,4.529,4.78,0.49441608456314473,4.388,1.0,1000,40,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9260028296935822,5.009,4.614,0.34173101343101325,4.0,1.0,1000,40,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.7800478617323837,4.869,4.827,0.4186515112695874,4.078,1.0,1000,40,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.5809733016738552,1.998,2.322,0.7824068783854451,5.071,1.0,1000,40,5,10,0.5,erdos-renyi,3
Clustered DAG,0.6859464083384472,4.223,4.617,0.544095395454219,5.124,1.0,1000,40,5,10,0.5,erdos-renyi,3
Contextual DAG,0.7188322097108811,4.169,4.377,0.590885448048466,6.508,1.0,1000,50,5,10,0.5,erdos-renyi,3
Fixed DAG,0.9071489780436466,5.924,6.368,0.4243260482981071,8.0,1.0,1000,50,5,10,0.5,erdos-renyi,3
Sorted DAG (fixed),0.7559277792067564,6.356,6.542,0.40437484967681764,6.102,1.0,1000,50,5,10,0.5,erdos-renyi,3
Sorted DAG (truth),0.5167900261877149,3.191,3.787,0.7695378887039179,6.881,1.0,1000,50,5,10,0.5,erdos-renyi,3
Clustered DAG,0.7081388493184718,4.177,4.434,0.5105388528138528,4.556,1.0,1000,50,5,10,0.5,erdos-renyi,3
Contextual DAG,0.2573038149853128,0.772,1.001,0.9218802078038915,5.065,1.0,1000,10,2,10,0.5,scale-free,3
Fixed DAG,0.9456437296115967,4.912,5.177,0.37255490620490606,4.0,1.0,1000,10,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.5031118766054197,2.488,2.689,0.6281547640783708,5.152,1.0,1000,10,2,10,0.5,scale-free,3
Sorted DAG (truth),0.16314581820485435,0.489,0.622,0.9543228901817133,5.43,1.0,1000,10,2,10,0.5,scale-free,3
Clustered DAG,0.4840884723342977,2.904,3.178,0.7086249750249749,4.968,1.0,1000,10,2,10,0.5,scale-free,3
Contextual DAG,0.3578469920205272,2.304,2.617,0.7000742518505856,4.789,1.0,1000,20,2,10,0.5,scale-free,3
Fixed DAG,0.8677982704365826,4.39,3.564,0.457344916194916,6.0,1.0,1000,20,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.5912455640364545,4.779,4.028,0.4769558814774462,6.474,1.0,1000,20,2,10,0.5,scale-free,3
Sorted DAG (truth),0.47409831562866495,2.017,2.293,0.6953930110738932,3.353,1.0,1000,20,2,10,0.5,scale-free,3
Clustered DAG,0.41835904558688175,2.877,3.47,0.687548629148629,5.125,1.0,1000,20,2,10,0.5,scale-free,3
Contextual DAG,0.3155214477571131,2.078,2.219,0.7410164190642516,4.393,1.0,1000,30,2,10,0.5,scale-free,3
Fixed DAG,0.8265472502181871,4.505,4.352,0.4353049395049394,5.0,1.0,1000,30,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.5360268450813517,3.226,3.048,0.5486535340046952,4.04,1.0,1000,30,2,10,0.5,scale-free,3
Sorted DAG (truth),0.24704437830460074,2.492,3.073,0.8108430058125874,6.48,1.0,1000,30,2,10,0.5,scale-free,3
Clustered DAG,0.41545927800104093,2.762,3.092,0.6945796980796978,5.09,1.0,1000,30,2,10,0.5,scale-free,3
Contextual DAG,0.3485749617898555,1.958,1.922,0.7328371835389297,4.399,1.0,1000,40,2,10,0.5,scale-free,3
Fixed DAG,0.8825948742350831,4.96,4.535,0.35658258963258954,5.0,1.0,1000,40,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.6392249125288189,3.49,2.951,0.4877940324572006,3.866,1.0,1000,40,2,10,0.5,scale-free,3
Sorted DAG (truth),0.2900115599436209,1.422,1.589,0.8342583686904568,5.221,1.0,1000,40,2,10,0.5,scale-free,3
Clustered DAG,0.42513162186745634,2.957,3.096,0.648796964146964,5.066,1.0,1000,40,2,10,0.5,scale-free,3
Contextual DAG,0.4353872257723449,1.323,1.39,0.7768917084549435,3.898,1.0,1000,50,2,10,0.5,scale-free,3
Fixed DAG,0.9303042126180902,5.253,4.535,0.35216730491730475,5.0,1.0,1000,50,2,10,0.5,scale-free,3
Sorted DAG (fixed),0.6757879349182014,3.295,2.298,0.48512072101579623,4.057,1.0,1000,50,2,10,0.5,scale-free,3
Sorted DAG (truth),0.335338084953808,0.96,1.038,0.8630162961049953,5.335,1.0,1000,50,2,10,0.5,scale-free,3
Clustered DAG,0.5648375450048416,2.954,3.04,0.6862737817737815,5.192,1.0,1000,50,2,10,0.5,scale-free,3
Contextual DAG,0.387408435142487,2.19,2.554,0.7627847322612024,5.234,1.0,1000,10,5,10,0.5,scale-free,3
Fixed DAG,0.982003931120779,5.435,5.526,0.14224199134199134,2.0,1.0,1000,10,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.6883648135424746,4.589,4.68,0.38981366066778966,4.516,1.0,1000,10,5,10,0.5,scale-free,3
Sorted DAG (truth),0.3250308690765472,1.277,1.531,0.8620743944670513,5.268,1.0,1000,10,5,10,0.5,scale-free,3
Clustered DAG,0.7503056721392057,4.811,5.274,0.47564978354978354,5.222,1.0,1000,10,5,10,0.5,scale-free,3
Contextual DAG,0.5789363355482873,3.138,3.54,0.6551615328159606,5.099,1.0,1000,20,5,10,0.5,scale-free,3
Fixed DAG,0.9127264242197924,5.391,5.527,0.3835719724719724,6.0,1.0,1000,20,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.6245567410078895,5.281,5.116,0.4049612024718099,5.656,1.0,1000,20,5,10,0.5,scale-free,3
Sorted DAG (truth),0.4724043262800647,2.099,2.399,0.7452925179390222,4.483,1.0,1000,20,5,10,0.5,scale-free,3
Clustered DAG,0.7560128073438396,4.53,4.934,0.49396216561216566,5.027,1.0,1000,20,5,10,0.5,scale-free,3
Contextual DAG,0.5093696884113001,3.142,3.64,0.6264943114640377,4.216,1.0,1000,30,5,10,0.5,scale-free,3
Fixed DAG,0.8911437065882531,5.115,5.344,0.39023989343989335,5.0,1.0,1000,30,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.6411441957132062,4.253,4.778,0.5169831525903689,4.443,1.0,1000,30,5,10,0.5,scale-free,3
Sorted DAG (truth),0.546068955154076,1.835,2.289,0.7328399711227881,3.726,1.0,1000,30,5,10,0.5,scale-free,3
Clustered DAG,0.6807746372084559,4.235,4.829,0.5329037364596189,4.774,1.0,1000,30,5,10,0.5,scale-free,3
Contextual DAG,0.7830188965947539,5.49,5.709,0.42526742129025774,6.375,1.0,1000,40,5,10,0.5,scale-free,3
Fixed DAG,0.8877955078981693,5.193,5.989,0.4294110167610167,6.0,1.0,1000,40,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.7322710833543473,4.875,5.103,0.4277339728358486,4.836,1.0,1000,40,5,10,0.5,scale-free,3
Sorted DAG (truth),0.5209219923861437,4.028,4.66,0.6670781454160248,7.121,1.0,1000,40,5,10,0.5,scale-free,3
Clustered DAG,0.7340213663481389,4.229,4.699,0.48934567377067384,4.523,1.0,1000,40,5,10,0.5,scale-free,3
Contextual DAG,0.6518142716058367,4.887,5.516,0.5334437165267002,5.793,1.0,1000,50,5,10,0.5,scale-free,3
Fixed DAG,0.8705740043543924,4.953,5.886,0.49524556113820817,7.0,1.0,1000,50,5,10,0.5,scale-free,3
Sorted DAG (fixed),0.7333853723051773,6.559,7.068,0.4109529497125845,6.737,1.0,1000,50,5,10,0.5,scale-free,3
Sorted DAG (truth),0.6745127164379457,3.156,3.602,0.5923907203274185,3.686,1.0,1000,50,5,10,0.5,scale-free,3
Clustered DAG,0.723441053603407,4.375,5.108,0.5287373792873793,4.645,1.0,1000,50,5,10,0.5,scale-free,3
Contextual DAG,0.24517645062617793,0.623,0.81,0.8979463867831511,4.908,1.0,1000,10,2,10,0.5,erdos-renyi,4
Fixed DAG,0.966641554819132,5.584,5.951,0.263428354978355,4.0,1.0,1000,10,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.742243712110515,4.665,4.297,0.3973053221889908,4.831,1.0,1000,10,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.2022870569353877,0.574,0.708,0.9254470449485152,5.35,1.0,1000,10,2,10,0.5,erdos-renyi,4
Clustered DAG,0.6326269231282492,4.195,4.402,0.5572897213897211,5.199,1.0,1000,10,2,10,0.5,erdos-renyi,4
Contextual DAG,0.32672602111003646,1.933,2.186,0.7597129583179115,5.036,1.0,1000,20,2,10,0.5,erdos-renyi,4
Fixed DAG,0.841058129523888,4.575,4.976,0.4666278665778664,6.0,1.0,1000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.5758644958747913,3.042,2.561,0.5690365518023203,4.358,1.0,1000,20,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.24510327297317372,1.565,2.035,0.8407962188780066,5.68,1.0,1000,20,2,10,0.5,erdos-renyi,4
Clustered DAG,0.4273614861975922,2.399,2.541,0.7329159118659118,4.672,1.0,1000,20,2,10,0.5,erdos-renyi,4
Contextual DAG,0.5070245486982013,2.828,2.58,0.6273685167084352,5.165,1.0,1000,30,2,10,0.5,erdos-renyi,4
Fixed DAG,0.8851118796992884,4.842,4.549,0.39838452658452655,5.0,1.0,1000,30,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.6045440957598023,3.791,3.375,0.5295051145308778,5.506,1.0,1000,30,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.35214932697304746,1.105,1.272,0.8388413941000589,4.857,1.0,1000,30,2,10,0.5,erdos-renyi,4
Clustered DAG,0.5821793512461317,2.893,3.112,0.6669882073808542,4.441,1.0,1000,30,2,10,0.5,erdos-renyi,4
Contextual DAG,0.3300237097810889,1.517,1.55,0.8056246366651396,5.225,1.0,1000,40,2,10,0.5,erdos-renyi,4
Fixed DAG,0.9254874915291126,4.892,4.13,0.41737948717948725,6.0,1.0,1000,40,2,10,0.5,erdos-renyi,4
Sorted DAG (fixed),0.5705806149678745,4.362,3.305,0.4864113683515361,6.384,1.0,1000,40,2,10,0.5,erdos-renyi,4
Sorted DAG (truth),0.2315116486378753,1.462,1.675,0.8637189603520767,6.116,1.0,1000,40,2,10,0.5,erdos-renyi,4
Clustered DAG,0.4780507604338857,2.534,2.625,0.7034972222222219,5.077,1.0,1000,40,2,10,0.5,erdos-renyi,4
Contextual DAG,0.40825198110703176,2.083,2.399,0.7155577351527039,4.076,1.0,1000,50,2,10,0.5,erdos-renyi,4
Fixed DAG,0.8735844483496907,4.079,3.68,0.4821339382839383,6.0,1.0,1000,50,2,10,0.5,erdos-renyi,4
