estimator,est_error,shd,cpshd,f1score,sparsity,dag_rate,n,p,m,ne,s,graph_type,id
Sorted DAG (fixed),0.6250096942219426,3.0822784810126582,3.579113924050633,0.570859992369672,3.7278481012658227,1.0,316,20,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.4246994489327551,1.0379746835443038,1.2721518987341771,0.8630943248031857,4.629746835443038,1.0,316,20,2,10,0.5,erdos-renyi,10
Clustered DAG,0.5776004876605793,3.579113924050633,3.9873417721518987,0.636724773117178,5.2405063291139244,1.0,316,20,2,10,0.5,erdos-renyi,10
Contextual DAG,0.329244115739192,2.131,2.104,0.7114838375676608,4.183,1.0,1000,20,2,10,0.5,erdos-renyi,10
Fixed DAG,0.8065503197001854,4.401,4.214,0.4469269341769342,5.0,1.0,1000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.5319780839246054,3.414,2.568,0.5022904316271966,4.441,1.0,1000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.43690011191651656,1.947,2.103,0.7233584249084247,3.034,1.0,1000,20,2,10,0.5,erdos-renyi,10
Clustered DAG,0.36368133255886437,2.548,2.471,0.6790766566766564,4.685,1.0,1000,20,2,10,0.5,erdos-renyi,10
Contextual DAG,0.16639059843890924,0.4822896900695762,0.5335230866540165,0.947822462229762,5.051865907653384,1.0,3162,20,2,10,0.5,erdos-renyi,10
Fixed DAG,0.8758095591644213,4.6024667931688805,3.955091714104997,0.42469652948780084,5.0,1.0,3162,20,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.4639974674870567,2.4345351043643264,1.6480075901328273,0.6155133426521799,4.993991144845035,1.0,3162,20,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.12624542206678385,0.4911448450347881,0.5974067046173308,0.9568403439352853,5.29696394686907,1.0,3162,20,2,10,0.5,erdos-renyi,10
Clustered DAG,0.3569155125246019,1.8687539531941808,2.0313092979127134,0.7971682238090321,4.676470588235294,1.0,3162,20,2,10,0.5,erdos-renyi,10
Contextual DAG,0.2687562779992933,0.3615,0.4223,0.9578843595293595,4.8725,1.0,10000,20,2,10,0.5,erdos-renyi,10
Fixed DAG,0.8838788602317541,4.6723,4.8454,0.4313475141525142,5.0,1.0,10000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.5066572545802239,1.9691,0.8838,0.6437211394161395,5.0688,1.0,10000,20,2,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.13197900274876187,0.1607,0.2229,0.9827288528138528,5.1429,1.0,10000,20,2,10,0.5,erdos-renyi,10
Clustered DAG,0.39393953792005815,1.3994,1.4966,0.8450465595515596,4.9409,1.0,10000,20,2,10,0.5,erdos-renyi,10
Contextual DAG,0.9431219801796847,10.13,10.53,0.15300876098363017,7.66,1.0,100,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8921295549743052,5.4,5.04,0.3576138861138861,6.0,1.0,100,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.93945009993784,10.39,10.55,0.18776178046389383,8.53,1.0,100,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),1.0,4.65,4.65,0.01,0.0,1.0,100,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.8921295549743052,5.4,5.04,0.3576138861138861,6.0,1.0,100,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.8213042821114637,4.927215189873418,5.158227848101266,0.3536465544426414,4.091772151898734,1.0,316,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.9218364717715007,5.6075949367088604,5.167721518987341,0.3094412444095988,5.0,1.0,316,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.8472715483860791,5.819620253164557,5.9905063291139244,0.33789640885918604,5.408227848101266,1.0,316,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.6838683654597176,3.4778481012658227,3.9968354430379747,0.5822600864090787,4.60126582278481,1.0,316,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.8650868003957524,5.012658227848101,5.0854430379746836,0.3956071442622076,4.689873417721519,1.0,316,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.46453484138353907,3.148,3.702,0.7090414102917153,5.891,1.0,1000,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8635747550604631,4.776,5.49,0.49926701076701074,6.0,1.0,1000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.6442289090317418,3.373,3.496,0.5749212209187441,3.944,1.0,1000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.49802119911736614,1.792,2.167,0.7862692418005108,4.458,1.0,1000,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.6084431057443634,3.527,3.946,0.6016213036963037,5.146,1.0,1000,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.26338742910243007,1.5698924731182795,1.8301707779886147,0.8432560258088551,5.35831752055661,1.0,3162,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.9179751484820164,5.188172043010753,4.987349778621126,0.3750740123605398,5.0,1.0,3162,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.5663493548323377,3.4965211891208097,3.403225806451613,0.5634192900113317,5.3444022770398485,1.0,3162,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.4484252126036521,1.59044908285895,1.8364958886780518,0.7908194460917959,3.890575585072739,1.0,3162,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.5684784004945335,3.6698292220113853,4.035420619860847,0.6237580333991766,5.230550284629981,1.0,3162,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.3501179864464567,1.0205,1.2893,0.8669839420881835,4.3535,1.0,10000,20,5,10,0.5,erdos-renyi,10
Fixed DAG,0.8643731366648574,4.9468,5.2869,0.49991326400723474,7.0,1.0,10000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (fixed),0.46308183574847767,2.6362,2.7252,0.6601356831785273,5.1453,1.0,10000,20,5,10,0.5,erdos-renyi,10
Sorted DAG (truth),0.1939540893723507,1.489,1.7486,0.8701490581967765,6.304,1.0,10000,20,5,10,0.5,erdos-renyi,10
Clustered DAG,0.5098806794116095,3.343,3.6922,0.6120922114323586,4.82,1.0,10000,20,5,10,0.5,erdos-renyi,10
Contextual DAG,0.8730175850789949,5.76,5.55,0.17872374073780722,3.17,1.0,100,20,2,10,0.5,scale-free,10
Fixed DAG,0.8972562361172157,5.81,5.85,0.3331825396825397,5.0,1.0,100,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.8308352442241469,9.52,9.63,0.29606099679467923,8.91,1.0,100,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.7382063737323518,4.02,4.33,0.45831225800343445,3.92,1.0,100,20,2,10,0.5,scale-free,10
Clustered DAG,0.8972562361172157,5.81,5.85,0.3331825396825397,5.0,1.0,100,20,2,10,0.5,scale-free,10
Contextual DAG,0.5093546430951635,3.5854430379746836,4.0664556962025316,0.5993228010700292,5.329113924050633,1.0,316,20,2,10,0.5,scale-free,10
Fixed DAG,0.8786785136910402,4.727848101265823,5.243670886075949,0.3980891295764713,5.0,1.0,316,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.6581507176498633,4.753164556962025,4.927215189873418,0.4308375571110441,5.734177215189874,1.0,316,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.44724042383106677,2.9240506329113924,3.2943037974683542,0.6905696624322932,5.705696202531645,1.0,316,20,2,10,0.5,scale-free,10
Clustered DAG,0.5982606682783238,3.170886075949367,3.651898734177215,0.6667383776560991,5.544303797468355,1.0,316,20,2,10,0.5,scale-free,10
Contextual DAG,0.2926329095115385,1.048,1.244,0.8475175770308117,4.326,1.0,1000,20,2,10,0.5,scale-free,10
Fixed DAG,0.9392792151660749,4.774,4.699,0.3367603896103895,4.0,1.0,1000,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.6734945701418203,4.288,3.227,0.4160655902748782,4.821,1.0,1000,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.18515586270928167,0.652,0.75,0.9185889492860078,5.278,1.0,1000,20,2,10,0.5,scale-free,10
Clustered DAG,0.37099482987180327,2.937,3.073,0.679625468975469,5.11,1.0,1000,20,2,10,0.5,scale-free,10
Contextual DAG,0.25425641367880564,0.6612903225806451,0.7858950031625553,0.9267860143250808,5.030360531309298,1.0,3162,20,2,10,0.5,scale-free,10
Fixed DAG,0.9103009542474698,5.115117014547755,5.323529411764706,0.3703542732480113,5.0,1.0,3162,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.6901150654105498,4.320999367488931,3.252371916508539,0.40320482009609665,5.444022770398482,1.0,3162,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.1910279523503424,0.478494623655914,0.7504743833017078,0.9499286283108488,5.438013915243517,1.0,3162,20,2,10,0.5,scale-free,10
Clustered DAG,0.38530742617791125,2.368753953194181,2.501897533206831,0.7376557485149403,5.307084123972169,1.0,3162,20,2,10,0.5,scale-free,10
Contextual DAG,0.14987068231692155,0.2374,0.3285,0.9621119725862373,5.0432,1.0,10000,20,2,10,0.5,scale-free,10
Fixed DAG,0.9387093739454441,5.3255,5.5879,0.3275572227772229,5.0,1.0,10000,20,2,10,0.5,scale-free,10
Sorted DAG (fixed),0.5785663331886433,2.7028,2.3357,0.5716519689624103,5.1547,1.0,10000,20,2,10,0.5,scale-free,10
Sorted DAG (truth),0.16843844429949795,0.1854,0.2305,0.9687309349336592,5.0002,1.0,10000,20,2,10,0.5,scale-free,10
Clustered DAG,0.5078214422962143,2.2671,2.4995,0.7419540925740927,4.8534,1.0,10000,20,2,10,0.5,scale-free,10
Contextual DAG,1.0,4.67,4.67,0.01,0.0,1.0,100,20,5,10,0.5,scale-free,10
Fixed DAG,0.9391456945098938,6.45,6.36,0.218982794982795,5.0,1.0,100,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),1.0,4.67,4.67,0.01,0.0,1.0,100,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.785797787557558,6.44,6.78,0.3781498399672447,6.09,1.0,100,20,5,10,0.5,scale-free,10
Clustered DAG,0.9391456945098938,6.45,6.36,0.218982794982795,5.0,1.0,100,20,5,10,0.5,scale-free,10
Contextual DAG,0.7868315358665784,3.9525316455696204,4.1075949367088604,0.42117141442333433,3.1455696202531644,1.0,316,20,5,10,0.5,scale-free,10
Fixed DAG,0.9543145309147633,5.256329113924051,4.813291139240507,0.2537194872637911,3.0,1.0,316,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.8256870897753681,5.094936708860759,5.0886075949367084,0.29067638606793883,3.838607594936709,1.0,316,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.6853787623469534,4.1234177215189876,4.5284810126582276,0.5618058565832177,5.1075949367088604,1.0,316,20,5,10,0.5,scale-free,10
Clustered DAG,0.8557889578337732,4.781645569620253,4.693037974683544,0.384310626082778,3.7721518987341773,1.0,316,20,5,10,0.5,scale-free,10
Contextual DAG,0.4184756846796263,3.073,3.551,0.6941730727080953,5.727,1.0,1000,20,5,10,0.5,scale-free,10
Fixed DAG,0.9050413719781132,5.153,5.515,0.41753592518592514,6.0,1.0,1000,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.6563551462198475,4.488,4.949,0.4581430855770258,5.127,1.0,1000,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.4894344053759033,1.585,1.837,0.7467976411703188,3.896,1.0,1000,20,5,10,0.5,scale-free,10
Clustered DAG,0.735782340473865,4.977,5.404,0.46594822122322127,5.187,1.0,1000,20,5,10,0.5,scale-free,10
Contextual DAG,0.3099156218252004,1.8358633776091082,2.1869070208728654,0.8225877106066106,5.500632511068944,1.0,3162,20,5,10,0.5,scale-free,10
Fixed DAG,0.86179740458041,5.3323845667299175,5.93516761543327,0.47263301214914116,7.0,1.0,3162,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.4587443055292562,3.0117014547754586,2.941808981657179,0.632561720229245,5.089816571790006,1.0,3162,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.4215894767181474,1.3788741302972802,1.702403542061986,0.8233799312870049,4.270398481973435,1.0,3162,20,5,10,0.5,scale-free,10
Clustered DAG,0.5452201690843489,3.0404807084123973,3.5145477545857053,0.6659330496617025,4.819418089816572,1.0,3162,20,5,10,0.5,scale-free,10
Contextual DAG,0.3006128182557421,0.7964,0.9556,0.9020625501132854,4.5455,1.0,10000,20,5,10,0.5,scale-free,10
Fixed DAG,0.9317261139789598,5.5607,5.8067,0.35157418303918303,5.0,1.0,10000,20,5,10,0.5,scale-free,10
Sorted DAG (fixed),0.6102915805339506,3.7567,3.302,0.48574721835708295,4.7909,1.0,10000,20,5,10,0.5,scale-free,10
Sorted DAG (truth),0.14975694997028938,1.1259,1.3472,0.8982487492642114,6.0369,1.0,10000,20,5,10,0.5,scale-free,10
Clustered DAG,0.5524764725051338,3.6325,4.0404,0.6197928250997371,4.9432,1.0,10000,20,5,10,0.5,scale-free,10
Contextual DAG,0.2589924700592389,1.8,2.122,0.8037822953190594,5.46,1.0,1000,10,2,10,0.5,erdos-renyi,1
Fixed DAG,0.8500603492941946,4.367,4.469,0.4538195304695306,5.0,1.0,1000,10,2,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.41615603289253317,2.845,2.891,0.6414235950324184,5.633,1.0,1000,10,2,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.2806029053404608,0.857,1.054,0.9100925740925738,4.66,1.0,1000,10,2,10,0.5,erdos-renyi,1
Clustered DAG,0.5304568500412139,3.015,3.119,0.6847362637362635,4.991,1.0,1000,10,2,10,0.5,erdos-renyi,1
Contextual DAG,0.37507571042299964,1.24,1.557,0.7897266622266618,4.225,1.0,1000,20,2,10,0.5,erdos-renyi,1
Fixed DAG,0.9199475846254389,5.089,4.43,0.3087390997890999,4.0,1.0,1000,20,2,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5927924805827318,3.003,2.486,0.5249204761410947,4.68,1.0,1000,20,2,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.4566494355585847,1.452,1.752,0.7245266743060859,3.569,1.0,1000,20,2,10,0.5,erdos-renyi,1
Clustered DAG,0.43086734961232187,2.126,2.424,0.7373961760461756,4.608,1.0,1000,20,2,10,0.5,erdos-renyi,1
Contextual DAG,0.3534532259363245,2.688,2.441,0.7277588988187592,5.872,1.0,1000,30,2,10,0.5,erdos-renyi,1
Fixed DAG,0.8615590594279758,4.525,3.729,0.4459134476634478,5.0,1.0,1000,30,2,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5617445287625245,3.457,2.567,0.5440803681870245,5.153,1.0,1000,30,2,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.3538882116750493,1.506,1.717,0.8459504397477302,5.244,1.0,1000,30,2,10,0.5,erdos-renyi,1
Clustered DAG,0.44914822924062026,2.665,2.68,0.713038761238761,4.797,1.0,1000,30,2,10,0.5,erdos-renyi,1
Contextual DAG,0.6065999214156149,4.474,3.641,0.482943387547608,5.354,1.0,1000,40,2,10,0.5,erdos-renyi,1
Fixed DAG,0.852608225504198,4.083,4.622,0.4946846320346321,5.0,1.0,1000,40,2,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5650398554690554,5.196,4.946,0.5029377284706154,6.584,1.0,1000,40,2,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.3143377641325824,1.616,1.875,0.823652658676033,5.619,1.0,1000,40,2,10,0.5,erdos-renyi,1
Clustered DAG,0.4776569457457438,2.174,2.151,0.7139388777888775,4.774,1.0,1000,40,2,10,0.5,erdos-renyi,1
Contextual DAG,0.3709727518939649,2.504,2.49,0.7426185770382373,5.348,1.0,1000,50,2,10,0.5,erdos-renyi,1
Fixed DAG,0.8811965060076485,5.023,4.791,0.45148619713619703,6.0,1.0,1000,50,2,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5709484139474871,3.468,2.871,0.5423149865264683,4.701,1.0,1000,50,2,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.4274313381993891,1.208,1.464,0.8093126577670691,4.021,1.0,1000,50,2,10,0.5,erdos-renyi,1
Clustered DAG,0.5561879393829213,2.919,3.148,0.650326401376401,4.72,1.0,1000,50,2,10,0.5,erdos-renyi,1
Contextual DAG,0.42683616346908204,3.3,3.902,0.6544071239561949,5.293,1.0,1000,10,5,10,0.5,erdos-renyi,1
Fixed DAG,0.9350107612504579,5.362,5.76,0.2977924075924075,4.0,1.0,1000,10,5,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.7384629914076444,5.244,5.271,0.36626983015264747,4.973,1.0,1000,10,5,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.4609629847273449,1.976,2.441,0.7498818147452821,4.012,1.0,1000,10,5,10,0.5,erdos-renyi,1
Clustered DAG,0.7102831192804406,4.912,5.573,0.49074726792815027,5.353,1.0,1000,10,5,10,0.5,erdos-renyi,1
Contextual DAG,0.4312739803010345,2.519,2.981,0.7460867594972888,5.106,1.0,1000,20,5,10,0.5,erdos-renyi,1
Fixed DAG,0.8443216821130158,4.752,4.72,0.4998393495393495,6.0,1.0,1000,20,5,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5028809061234994,4.194,4.348,0.5810479930139508,6.044,1.0,1000,20,5,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.48036912849954255,1.379,1.759,0.8323469970566514,4.343,1.0,1000,20,5,10,0.5,erdos-renyi,1
Clustered DAG,0.6286924730185878,3.668,3.993,0.6030135420135421,4.919,1.0,1000,20,5,10,0.5,erdos-renyi,1
Contextual DAG,0.5617028243847028,3.727,3.845,0.5849127462366244,4.639,1.0,1000,30,5,10,0.5,erdos-renyi,1
Fixed DAG,0.826107347230876,5.043,4.99,0.4559642024642025,6.0,1.0,1000,30,5,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.5619716885218341,3.364,3.546,0.5973136596903692,4.713,1.0,1000,30,5,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.38669269495126884,1.838,2.271,0.8306146870338545,5.678,1.0,1000,30,5,10,0.5,erdos-renyi,1
Clustered DAG,0.6290227454833858,3.872,4.098,0.5784242424242425,4.92,1.0,1000,30,5,10,0.5,erdos-renyi,1
Contextual DAG,0.6256009987790976,3.718,4.124,0.5553406705266387,4.312,1.0,1000,40,5,10,0.5,erdos-renyi,1
Fixed DAG,0.9420279085213609,5.587,5.103,0.3392568154068154,5.0,1.0,1000,40,5,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.785969709692769,5.191,4.956,0.35680534902777145,4.537,1.0,1000,40,5,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.514116707175873,4.04,4.728,0.6425654092080505,6.69,1.0,1000,40,5,10,0.5,erdos-renyi,1
Clustered DAG,0.7083764500347786,3.626,3.884,0.5997409701409703,4.632,1.0,1000,40,5,10,0.5,erdos-renyi,1
Contextual DAG,0.6646893140928722,3.899,3.822,0.5273156473470794,4.349,1.0,1000,50,5,10,0.5,erdos-renyi,1
Fixed DAG,0.8468995921134129,5.061,4.261,0.4398135364635365,6.0,1.0,1000,50,5,10,0.5,erdos-renyi,1
Sorted DAG (fixed),0.6791985605020451,3.875,3.501,0.5010813886323813,4.275,1.0,1000,50,5,10,0.5,erdos-renyi,1
Sorted DAG (truth),0.6354801878516523,2.073,2.173,0.6831060575561347,3.213,1.0,1000,50,5,10,0.5,erdos-renyi,1
Clustered DAG,0.6741767744185359,3.806,3.698,0.5691744549568079,5.005,1.0,1000,50,5,10,0.5,erdos-renyi,1
Contextual DAG,0.3177111193253042,1.028,1.248,0.8631059619345217,4.843,1.0,1000,10,2,10,0.5,scale-free,1
Fixed DAG,0.9166813820852471,5.652,6.008,0.3287867854367854,6.0,1.0,1000,10,2,10,0.5,scale-free,1
Sorted DAG (fixed),0.6375934875568579,3.69,3.9,0.5307806178813934,5.267,1.0,1000,10,2,10,0.5,scale-free,1
Sorted DAG (truth),0.2715651958661086,0.682,0.844,0.9116740996275822,5.148,1.0,1000,10,2,10,0.5,scale-free,1
Clustered DAG,0.504768363691708,2.959,3.099,0.6485062049062046,5.235,1.0,1000,10,2,10,0.5,scale-free,1
Contextual DAG,0.3186200498273734,0.947,1.063,0.8579432733932729,4.346,1.0,1000,20,2,10,0.5,scale-free,1
Fixed DAG,0.8862847955744021,4.284,4.09,0.5056697635697635,6.0,1.0,1000,20,2,10,0.5,scale-free,1
Sorted DAG (fixed),0.45972096948582686,2.392,2.502,0.6791602335143355,4.644,1.0,1000,20,2,10,0.5,scale-free,1
Sorted DAG (truth),0.26053225055673923,0.797,0.868,0.8804544760794756,4.794,1.0,1000,20,2,10,0.5,scale-free,1
Clustered DAG,0.5434621631036924,2.962,3.159,0.6804889388389387,4.969,1.0,1000,20,2,10,0.5,scale-free,1
Contextual DAG,0.29417902770310034,2.075,2.483,0.82701407781615,5.941,1.0,1000,30,2,10,0.5,scale-free,1
Fixed DAG,0.8969303388552157,4.679,4.611,0.47314849594849606,5.0,1.0,1000,30,2,10,0.5,scale-free,1
Sorted DAG (fixed),0.4798959953916887,2.954,2.784,0.6284208654864227,4.79,1.0,1000,30,2,10,0.5,scale-free,1
Sorted DAG (truth),0.3797707496814648,1.326,1.556,0.861110362548789,5.058,1.0,1000,30,2,10,0.5,scale-free,1
Clustered DAG,0.6999698943158694,4.03,3.962,0.5874608003108003,4.674,1.0,1000,30,2,10,0.5,scale-free,1
Contextual DAG,0.3806596201202327,1.577,1.914,0.7828844013124068,4.723,1.0,1000,40,2,10,0.5,scale-free,1
Fixed DAG,0.8964839421221402,4.919,4.518,0.4216617771117771,6.0,1.0,1000,40,2,10,0.5,scale-free,1
Sorted DAG (fixed),0.652972800015197,3.104,2.726,0.4999027364620244,3.645,1.0,1000,40,2,10,0.5,scale-free,1
Sorted DAG (truth),0.4126322038492329,1.002,1.2,0.8171025765084585,4.352,1.0,1000,40,2,10,0.5,scale-free,1
Clustered DAG,0.48199421528685094,2.026,2.392,0.7791063492063489,4.87,1.0,1000,40,2,10,0.5,scale-free,1
Contextual DAG,0.41450062469693794,1.69,1.653,0.7974124794874288,4.116,1.0,1000,50,2,10,0.5,scale-free,1
Fixed DAG,0.8218525766500934,4.181,3.694,0.49860485625485645,5.0,1.0,1000,50,2,10,0.5,scale-free,1
Sorted DAG (fixed),0.5040777333533581,3.374,2.771,0.6342271309619969,5.166,1.0,1000,50,2,10,0.5,scale-free,1
Sorted DAG (truth),0.3684151796856986,1.46,1.521,0.8338940378604056,4.488,1.0,1000,50,2,10,0.5,scale-free,1
Clustered DAG,0.5837214427033871,3.959,4.027,0.6157210733710732,5.013,1.0,1000,50,2,10,0.5,scale-free,1
Contextual DAG,0.429187813613377,2.022,2.395,0.7610139158656957,4.744,1.0,1000,10,5,10,0.5,scale-free,1
Fixed DAG,0.8873646154941014,4.988,5.543,0.48227549117549123,6.0,1.0,1000,10,5,10,0.5,scale-free,1
Sorted DAG (fixed),0.4393767086600516,2.755,3.172,0.6669328233599904,4.616,1.0,1000,10,5,10,0.5,scale-free,1
Sorted DAG (truth),0.4556498855850018,1.521,1.79,0.802399148589628,4.356,1.0,1000,10,5,10,0.5,scale-free,1
Clustered DAG,0.7493350953131047,5.331,5.587,0.4268727148668326,4.943,1.0,1000,10,5,10,0.5,scale-free,1
Contextual DAG,0.6229089252179372,2.556,2.878,0.6528457473176976,4.077,1.0,1000,20,5,10,0.5,scale-free,1
Fixed DAG,0.9289870597726052,5.185,5.314,0.30383995448995443,4.0,1.0,1000,20,5,10,0.5,scale-free,1
Sorted DAG (fixed),0.6650094487968522,4.195,4.075,0.47418278527030205,4.951,1.0,1000,20,5,10,0.5,scale-free,1
Sorted DAG (truth),0.5283118090431229,1.938,2.163,0.7381330195604185,3.874,1.0,1000,20,5,10,0.5,scale-free,1
Clustered DAG,0.7203226834635217,4.149,4.57,0.5408157225127814,4.84,1.0,1000,20,5,10,0.5,scale-free,1
Contextual DAG,0.59955238329075,3.794,4.144,0.5275142995771274,4.278,1.0,1000,30,5,10,0.5,scale-free,1
Fixed DAG,0.9073781913665651,4.733,4.728,0.37092483627483624,4.0,1.0,1000,30,5,10,0.5,scale-free,1
Sorted DAG (fixed),0.6825750910573288,5.305,5.234,0.4391419528257731,6.427,1.0,1000,30,5,10,0.5,scale-free,1
Sorted DAG (truth),0.5312890699877079,2.515,2.898,0.6677148818168066,3.827,1.0,1000,30,5,10,0.5,scale-free,1
Clustered DAG,0.7574384179175901,4.618,5.057,0.4599059773559773,4.357,1.0,1000,30,5,10,0.5,scale-free,1
Contextual DAG,0.5874760296153645,3.724,4.12,0.5665135412426782,4.525,1.0,1000,40,5,10,0.5,scale-free,1
Fixed DAG,0.8820140257237133,5.046,4.894,0.48302202797202803,7.0,1.0,1000,40,5,10,0.5,scale-free,1
Sorted DAG (fixed),0.6941409329823445,3.702,3.869,0.5314305068297093,3.975,1.0,1000,40,5,10,0.5,scale-free,1
Sorted DAG (truth),0.5027903982844812,2.917,3.324,0.7567277693225808,6.522,1.0,1000,40,5,10,0.5,scale-free,1
Clustered DAG,0.7157539836998721,4.617,4.897,0.4676737179487179,4.538,1.0,1000,40,5,10,0.5,scale-free,1
Contextual DAG,0.7403517669459618,4.016,4.337,0.472278873762375,3.624,1.0,1000,50,5,10,0.5,scale-free,1
Fixed DAG,0.9267139081895966,5.409,5.812,0.3710268453768454,5.0,1.0,1000,50,5,10,0.5,scale-free,1
Sorted DAG (fixed),1.0,5.052,5.052,0.003,0.0,1.0,1000,50,5,10,0.5,scale-free,1
Sorted DAG (truth),0.5769855685275574,3.731,3.964,0.6935201892588464,6.599,1.0,1000,50,5,10,0.5,scale-free,1
Clustered DAG,0.7937856048030694,4.808,5.172,0.49034055666555665,4.737,1.0,1000,50,5,10,0.5,scale-free,1
Contextual DAG,0.2822806584953504,0.668,0.853,0.9029320697276576,4.86,1.0,1000,10,2,10,0.5,erdos-renyi,2
Fixed DAG,0.9235693195265953,5.834,6.066,0.3926554390054391,6.0,1.0,1000,10,2,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.4522924422767587,2.212,2.191,0.6436452667559478,4.765,1.0,1000,10,2,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.271893452000617,0.488,0.691,0.9373247528615172,5.02,1.0,1000,10,2,10,0.5,erdos-renyi,2
Clustered DAG,0.4879373152900572,2.946,3.39,0.6832893051393049,4.868,1.0,1000,10,2,10,0.5,erdos-renyi,2
Contextual DAG,0.20870128560531345,1.441,1.625,0.8126926880309229,4.868,1.0,1000,20,2,10,0.5,erdos-renyi,2
Fixed DAG,0.9449135559504401,4.581,4.439,0.2831696969696969,3.0,1.0,1000,20,2,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.5911249695797719,3.937,2.813,0.387628576978577,5.053,1.0,1000,20,2,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.16278497877806083,1.964,2.453,0.8204413624839283,6.206,1.0,1000,20,2,10,0.5,erdos-renyi,2
Clustered DAG,0.4245575652002192,1.757,1.791,0.7816293497352318,4.988,1.0,1000,20,2,10,0.5,erdos-renyi,2
Contextual DAG,0.3672354222842718,2.224,2.428,0.7729119818026899,4.832,1.0,1000,30,2,10,0.5,erdos-renyi,2
Fixed DAG,0.8906015745103385,4.053,3.944,0.4681867243867244,4.0,1.0,1000,30,2,10,0.5,erdos-renyi,2
Sorted DAG (fixed),0.5319350109321634,3.773,3.311,0.5330381689222071,4.996,1.0,1000,30,2,10,0.5,erdos-renyi,2
Sorted DAG (truth),0.3704886725506212,2.302,2.872,0.784680324551609,5.303,1.0,1000,30,2,10,0.5,erdos-renyi,2
Clustered DAG,0.48243631857273206,2.648,2.694,0.6984000666000666,4.737,1.0,1000,30,2,10,0.5,erdos-renyi,2
